20140324214823,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20140324214824,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20140324215202,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
20140324221328,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
20140324225810,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
20140324225811,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1
20140324225812,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1
20140324231131,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0
20140325004023,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
20140325004024,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
20140325091159,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
20140325100458,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
20140325101627,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
20140325101628,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
20140325102312,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
20140325103901,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
20140325103902,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
20140325103921,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
20140325103922,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
20140325105641,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
20140325105720,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
20140325105721,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
20140325105918,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
20140325105919,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
20140325114452,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1
20140325114453,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1
20140325115103,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
20140325115104,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
20140325115105,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
20140325115107,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
20140325115414,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
20140325115455,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
20140325115458,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
20140325115459,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
20140325115500,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
20140325120740,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
20140325121007,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
20140325121139,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
20140325121543,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
20140325122324,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
20140325122325,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20140325123306,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
20140325124758,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
20140325124759,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
20140325124923,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
20140325124924,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
20140325125027,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
20140325125029,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
20140325125346,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
20140325125349,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
20140325125838,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
20140325125839,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
20140325130032,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
20140325130033,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
20140325130324,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
20140325130326,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
20140325130513,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
20140325131455,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
20140325131734,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
20140325131735,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
20140325135018,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
20140325135019,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
20140325135020,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
20140325135021,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
20140325142454,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
20140325144352,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0
20140325144355,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0
20140325144400,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0
20140325151157,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
20140325151158,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
20140325201629,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1
20140325201635,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1
20140325212712,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
