20140324214823,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20140324214824,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
20140324215202,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
20140324221327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140324221328,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
20140324224600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140324225810,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
20140324225811,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1
20140324225812,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1
20140324230038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140324230040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140324231131,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0
20140325003615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325003616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325004023,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
20140325004024,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
20140325091157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325091158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325091159,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
20140325093327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325093328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325093329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325093330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325093331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325093333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325094640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325094642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325100457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325100458,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
20140325100505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325100506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325100507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325101627,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
20140325101628,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
20140325102312,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
20140325102314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325103901,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
20140325103902,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
20140325103921,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
20140325103922,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
20140325105640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325105641,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
20140325105719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325105720,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
20140325105721,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
20140325105722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325105847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325105918,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
20140325105919,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
20140325105920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325112859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325112900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325114451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325114452,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1
20140325114453,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1
20140325115102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325115103,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
20140325115104,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
20140325115105,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
20140325115106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325115107,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
20140325115414,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
20140325115432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325115454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325115455,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
20140325115456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325115458,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
20140325115459,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
20140325115500,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
20140325120740,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
20140325120741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140325121007,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
20140325121139,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
